name;origin;destination;length;oneway;harassmentRisk;geometry
Carrera 82A;(-75.6053527, 6.2400609);(-75.6053789, 6.238656);156.31799999999998;False;0.7385414863895424;LINESTRING (-75.6053527 6.2400609, -75.60538819999999 6.2393124, -75.60537890000001 6.238656)
Calle 42C;(-75.6051595, 6.2486372);(-75.6057612, 6.24872);67.642;True;0.9275086492430402;LINESTRING (-75.6051595 6.2486372, -75.6056389 6.2486753, -75.60568259999999 6.2486859, -75.6057282 6.2487019, -75.6057612 6.24872)
Carrera 84;(-75.6051595, 6.2486372);(-75.6053853, 6.2479178);83.84;False;0.9275086492430402;LINESTRING (-75.6051595 6.2486372, -75.6052681 6.2483313, -75.60538529999999 6.2479178)
Carrera 84;(-75.6051595, 6.2486372);(-75.6047823, 6.2498382);139.95600000000002;False;0.9275086492430402;LINESTRING (-75.6051595 6.2486372, -75.6050402 6.2489648, -75.6048873 6.2494856, -75.6047823 6.2498382)
Calle 42B;(-75.6053853, 6.2479178);(-75.6060713, 6.2474921);89.389;False;0.7868187655908832;LINESTRING (-75.60538529999999 6.2479178, -75.6060713 6.2474921)
Calle 42B;(-75.6053853, 6.2479178);(-75.6047078, 6.2482576);84.59100000000001;False;0.9275086492430402;LINESTRING (-75.60538529999999 6.2479178, -75.60486349999999 6.2482241, -75.6047078 6.2482576)
Carrera 84;(-75.6053853, 6.2479178);(-75.6055568, 6.2471675);85.589;False;0.7868187655908832;LINESTRING (-75.60538529999999 6.2479178, -75.6054827 6.2474451, -75.6055568 6.2471675)
Carrera 84;(-75.6053853, 6.2479178);(-75.6051595, 6.2486372);83.84;False;0.9275086492430402;LINESTRING (-75.60538529999999 6.2479178, -75.6052681 6.2483313, -75.6051595 6.2486372)
Calle 37B;(-75.6060111, 6.2456743);(-75.6054771, 6.2454704);63.23;True;0.6461288819387261;LINESTRING (-75.6060111 6.2456743, -75.6054771 6.2454704)
Carrera 84;(-75.6060111, 6.2456743);(-75.6059809, 6.2457554);9.616;False;0.6461288819387261;LINESTRING (-75.6060111 6.2456743, -75.60598090000001 6.2457554)
Carrera 84;(-75.6060111, 6.2456743);(-75.6067775, 6.2442031);186.007;False;0.6461288819387261;LINESTRING (-75.6060111 6.2456743, -75.60612589999999 6.245366, -75.6063116 6.2449304, -75.6064349 6.2446679, -75.6064779 6.2445745, -75.6065215 6.244491, -75.6065959 6.2443986, -75.60677750000001 6.2442031)
Carrera 80B;(-75.6016146, 6.2387261);(-75.6015796, 6.2376548);119.186;False;0.6461288819387261;LINESTRING (-75.6016146 6.2387261, -75.60157959999999 6.2376548)
Calle 33;(-75.6016146, 6.2387261);(-75.6009072, 6.2387496);78.237;True;0.6461288819387261;LINESTRING (-75.6016146 6.2387261, -75.6011523 6.2387415, -75.60090719999999 6.2387496)
Calle 33;(-75.5882171, 6.2392355);(-75.5874756, 6.2392582);82.002;True;0.7408086640287274;LINESTRING (-75.58821709999999 6.2392355, -75.5874756 6.2392582)
Calle 33;(-75.578105, 6.2396009);(-75.5765889, 6.2396264);167.616;True;;LINESTRING (-75.57810499999999 6.2396009, -75.5766959 6.2396207, -75.5765889 6.2396264)
;(-75.5898511, 6.2392834);(-75.5912758, 6.2407765);230.044;True;;LINESTRING (-75.5898511 6.2392834, -75.5900457 6.2394169, -75.5901137 6.2394627, -75.5901547 6.2394969, -75.590232 6.2395757, -75.59028240000001 6.2396287, -75.5910871 6.2405121, -75.59127580000001 6.2407765)
Calle 33;(-75.5898511, 6.2392834);(-75.5921245, 6.2391751);251.703;True;;LINESTRING (-75.5898511 6.2392834, -75.59043250000001 6.2392263, -75.5905667 6.2392177, -75.5921245 6.2391751)
;(-75.5882345, 6.2393315);(-75.5894209, 6.2395911);148.307;True;0.7408086640287274;LINESTRING (-75.5882345 6.2393315, -75.5886637 6.2393794, -75.5888379 6.2393933, -75.58903479999999 6.2393981, -75.5891579 6.2393919, -75.5892636 6.2393828, -75.5893289 6.2393901, -75.5893652 6.2394105, -75.58938860000001 6.2394332, -75.5894026 6.2394536, -75.5894126 6.2394693, -75.5894231 6.2394984, -75.5894279 6.2395418, -75.58942089999999 6.2395911)
Calle 33;(-75.5882345, 6.2393315);(-75.5898511, 6.2392834);178.821;True;;LINESTRING (-75.5882345 6.2393315, -75.5886593 6.2393185, -75.58931010000001 6.2393152, -75.58947980000001 6.239306, -75.5898511 6.2392834)
Calle 33;(-75.5864983, 6.2393824);(-75.5865571, 6.2393807);6.502;True;0.7408086640287274;LINESTRING (-75.5864983 6.2393824, -75.58655709999999 6.2393807)
Carrera 65D;(-75.5864983, 6.2393824);(-75.5864008, 6.2395692);23.426;True;0.7408086640287274;LINESTRING (-75.5864983 6.2393824, -75.58645749999999 6.2394713, -75.58640080000001 6.2395692)
Calle 33;(-75.578882, 6.2396899);(-75.5797908, 6.2396534);100.537;True;0.7408086640287274;LINESTRING (-75.57888199999999 6.2396899, -75.5797908 6.2396534)
Calle 33;(-75.5782418, 6.2397157);(-75.578882, 6.2396899);70.823;True;0.7408086640287274;LINESTRING (-75.5782418 6.2397157, -75.57888199999999 6.2396899)
;(-75.5782418, 6.2397157);(-75.5784301, 6.239822);24.539;True;0.7408086640287274;LINESTRING (-75.5782418 6.2397157, -75.57837379999999 6.2397633, -75.57843010000001 6.239822)
Calle 33;(-75.5921245, 6.2391751);(-75.5923624, 6.2391637);26.327;True;0.5212456081708108;LINESTRING (-75.5921245 6.2391751, -75.5923624 6.2391637)
Calle 34A;(-75.6076964, 6.2424784);(-75.6081816, 6.2425077);53.731;False;0.8290920412456895;LINESTRING (-75.60769639999999 6.2424784, -75.60818159999999 6.2425077)
Carrera 84;(-75.6076964, 6.2424784);(-75.6078218, 6.2418981);65.999;False;0.7385414863895424;LINESTRING (-75.60769639999999 6.2424784, -75.6078218 6.2418981)
Carrera 84;(-75.6076964, 6.2424784);(-75.6068609, 6.2441154);209.342;False;0.8290920412456895;LINESTRING (-75.60769639999999 6.2424784, -75.60764589999999 6.2426772, -75.6075858 6.2429461, -75.6075373 6.2431081, -75.6074891 6.2432741, -75.60744750000001 6.2433854, -75.6074153 6.2434787, -75.60735769999999 6.24356, -75.60711740000001 6.2438457, -75.6068609 6.2441154)
;(-75.6028454, 6.2434575);(-75.6029694, 6.2433732);16.811;True;0.6461288819387261;LINESTRING (-75.60284540000001 6.2434575, -75.60291410000001 6.2434251, -75.60296940000001 6.2433732)
;(-75.6025389, 6.24328);(-75.6025933, 6.2433851);13.243;True;0.6461288819387261;LINESTRING (-75.6025389 6.24328, -75.60255960000001 6.2433359, -75.6025933 6.2433851)
Carrera 80A;(-75.601107, 6.2428855);(-75.6011232, 6.2427865);11.153;False;0.6461288819387261;LINESTRING (-75.601107 6.2428855, -75.6011232 6.2427865)
Carrera 80A;(-75.601107, 6.2428855);(-75.6010271, 6.2433858);56.328;False;0.6461288819387261;LINESTRING (-75.601107 6.2428855, -75.6010271 6.2433858)
Calle 35;(-75.601107, 6.2428855);(-75.6019746, 6.2430935);98.65;True;0.6461288819387261;LINESTRING (-75.601107 6.2428855, -75.60197460000001 6.2430935)
Calle 35;(-75.6025839, 6.2430762);(-75.6019836, 6.2429837);67.518;True;0.6461288819387261;LINESTRING (-75.6025839 6.2430762, -75.60250240000001 6.2430819, -75.6024338 6.2430778, -75.6023879 6.2430738, -75.6023259 6.2430601, -75.6019836 6.2429837)
;(-75.6025839, 6.2430762);(-75.6025389, 6.24328);23.895;True;0.6461288819387261;LINESTRING (-75.6025839 6.2430762, -75.60254860000001 6.2431386, -75.6025331 6.2432086, -75.6025389 6.24328)
;(-75.6029269, 6.2384199);(-75.6027148, 6.2386025);32.156;True;0.6461288819387261;LINESTRING (-75.6029269 6.2384199, -75.6028587 6.238445, -75.6027984 6.2384855, -75.6027495 6.238539, -75.6027148 6.2386025)
Carrera 79A;(-75.5983221, 6.2483332);(-75.5990157, 6.2476699);106.385;False;0.6461288819387261;LINESTRING (-75.5983221 6.2483332, -75.5990157 6.2476699)
Transversal 39B;(-75.5983221, 6.2483332);(-75.5979031, 6.2478776);68.689;True;0.6461288819387261;LINESTRING (-75.5983221 6.2483332, -75.5980807 6.2480879, -75.5979031 6.2478776)
Circular 73;(-75.5937506, 6.2433334);(-75.5937181, 6.2434688);15.478;False;0.6620027037126823;LINESTRING (-75.59375060000001 6.2433334, -75.5937181 6.2434688)
Circular 73;(-75.5937506, 6.2433334);(-75.594146, 6.2429719);59.439;True;0.5212456081708108;LINESTRING (-75.59375060000001 6.2433334, -75.5937905 6.2432896, -75.5938185 6.2432587, -75.59414599999999 6.2429719)
Transversal 39B;(-75.5937506, 6.2433334);(-75.5926479, 6.2421294);181.064;True;0.5212456081708108;LINESTRING (-75.59375060000001 6.2433334, -75.5936998 6.2432721, -75.59265120000001 6.242133, -75.5926479 6.2421294)
Circular 2;(-75.5926479, 6.2421294);(-75.5926855, 6.2423408);23.871;True;0.6620027037126823;LINESTRING (-75.5926479 6.2421294, -75.5926855 6.2423408)
Circular 72;(-75.5926479, 6.2421294);(-75.5925675, 6.2422165);13.145;False;0.6620027037126823;LINESTRING (-75.5926479 6.2421294, -75.5925675 6.2422165)
Transversal 39B;(-75.5926479, 6.2421294);(-75.5915752, 6.240945);177.212;True;0.5212456081708108;LINESTRING (-75.5926479 6.2421294, -75.5925726 6.2420462, -75.59157519999999 6.240945)
Circular 71;(-75.5915752, 6.240945);(-75.5919858, 6.2405715);61.521;False;0.5212456081708108;LINESTRING (-75.59157519999999 6.240945, -75.5916252 6.2408995, -75.5919858 6.2405715)
Transversal 39B;(-75.5915752, 6.240945);(-75.5902783, 6.2394532);219.849;True;0.5212456081708108;LINESTRING (-75.59157519999999 6.240945, -75.590349 6.2395899, -75.5903148 6.2395396, -75.59029649999999 6.2395007, -75.59027829999999 6.2394532)
;(-75.5902783, 6.2394532);(-75.5903025, 6.23936);10.741;True;0.5212456081708108;LINESTRING (-75.59027829999999 6.2394532, -75.5902973 6.2393958, -75.59030250000001 6.23936)
Transversal 39B;(-75.5959035, 6.245875);(-75.5959824, 6.2459633);13.133;True;0.5212456081708108;LINESTRING (-75.59590350000001 6.245875, -75.5959824 6.2459633)
Avenida 37;(-75.5959035, 6.245875);(-75.5946686, 6.2465364);157.573;True;0.5212456081708108;LINESTRING (-75.59590350000001 6.245875, -75.5958711 6.2459017, -75.5957353 6.2460192, -75.5956417 6.2460957, -75.595572 6.2461517, -75.5955094 6.2461952, -75.5954325 6.2462476, -75.5953354 6.2463039, -75.5952273 6.2463596, -75.5951467 6.2463971, -75.5950503 6.2464369, -75.59496300000001 6.246468, -75.5948921 6.2464903, -75.5948018 6.2465127, -75.59466860000001 6.2465364)
Transversal 39B;(-75.5946098, 6.2444588);(-75.5951699, 6.2450698);91.928;True;0.5212456081708108;LINESTRING (-75.5946098 6.2444588, -75.59468750000001 6.2445372, -75.59515020000001 6.2450485, -75.5951699 6.2450698)
Circular 73B;(-75.5946098, 6.2444588);(-75.5944782, 6.2445733);19.331;True;0.5212456081708108;LINESTRING (-75.5946098 6.2444588, -75.5945621 6.2445005, -75.5944782 6.2445733)
Transversal 39B;(-75.5932414, 6.2429505);(-75.5937181, 6.2434688);78.09;True;0.8027597992545539;LINESTRING (-75.5932414 6.2429505, -75.59366230000001 6.2434094, -75.5937181 6.2434688)
Circular 3;(-75.5932414, 6.2429505);(-75.5928221, 6.2440469);131.185;False;0.8027597992545539;LINESTRING (-75.5932414 6.2429505, -75.5931945 6.2430046, -75.5931607 6.2430768, -75.5929458 6.2437784, -75.59282210000001 6.2440469)
Transversal 39B;(-75.5912758, 6.2407765);(-75.5914001, 6.2409324);22.12;True;;LINESTRING (-75.59127580000001 6.2407765, -75.5914001 6.2409324)
Calle 33;(-75.5897017, 6.239076);(-75.5882171, 6.2392355);165.87;True;0.7519283331312693;LINESTRING (-75.58970170000001 6.239076, -75.5895867 6.2391212, -75.5895142 6.2391409, -75.58944339999999 6.2391501, -75.5886687 6.2391795, -75.58821709999999 6.2392355)
;(-75.5897017, 6.239076);(-75.589607, 6.2393516);33.37;True;0.7519283331312693;LINESTRING (-75.58970170000001 6.239076, -75.589664 6.2391229, -75.589635 6.2391755, -75.58961549999999 6.2392323, -75.589606 6.2392916, -75.589607 6.2393516)
Diagonal 74B;(-75.5906501, 6.2386337);(-75.5907005, 6.2385806);8.118;True;0.8206501128327387;LINESTRING (-75.5906501 6.2386337, -75.5907005 6.2385806)
Calle 32F;(-75.5906501, 6.2386337);(-75.5933648, 6.2385434);300.242;True;0.8206501128327387;LINESTRING (-75.5906501 6.2386337, -75.5907536 6.2386307, -75.5912544 6.2386125, -75.5933648 6.2385434)
Carrera 66B;(-75.5894209, 6.2395911);(-75.5892843, 6.2397337);21.896;True;0.7408086640287274;LINESTRING (-75.58942089999999 6.2395911, -75.5892843 6.2397337)
;(-75.589607, 6.2393516);(-75.58988, 6.2396565);48.370000000000005;True;;LINESTRING (-75.589607 6.2393516, -75.5896267 6.2394364, -75.5896668 6.2395137, -75.589725 6.2395787, -75.5897976 6.2396273, -75.58987999999999 6.2396565)
Carrera 66B;(-75.589607, 6.2393516);(-75.5894992, 6.2395092);21.365;True;0.7408086640287274;LINESTRING (-75.589607 6.2393516, -75.58958320000001 6.2393992, -75.58956449999999 6.2394342, -75.58953940000001 6.2394673, -75.58949920000001 6.2395092)
Diagonal 74B;(-75.5902532, 6.2391314);(-75.5902693, 6.2390661);7.476;True;0.8206501128327387;LINESTRING (-75.59025320000001 6.2391314, -75.5902693 6.2390661)
;(-75.5902532, 6.2391314);(-75.5899551, 6.2389676);39.21;True;0.791849057533275;LINESTRING (-75.59025320000001 6.2391314, -75.590197 6.2390631, -75.5901255 6.2390111, -75.5900431 6.2389785, -75.5899551 6.2389676)
Carrera 66B;(-75.5881232, 6.2411365);(-75.588586, 6.2407805);64.757;True;;LINESTRING (-75.5881232 6.2411365, -75.5884246 6.2409216, -75.58858600000001 6.2407805)
['Carrera 66B', 'Diagonal 74B'];(-75.5881232, 6.2411365);(-75.5918609, 6.2373556);589.542;True;;LINESTRING (-75.5881232 6.2411365, -75.5883594 6.2408779, -75.5885791 6.2406649, -75.5893775 6.2398475, -75.5899275 6.2392844, -75.5911723 6.23801, -75.5918609 6.2373556)
;(-75.58988, 6.2396565);(-75.5900264, 6.2396577);16.274;True;;LINESTRING (-75.58987999999999 6.2396565, -75.5899532 6.2396648, -75.5900264 6.2396577)
;(-75.5899551, 6.2389676);(-75.5897017, 6.239076);31.309;True;0.7630480022338112;LINESTRING (-75.5899551 6.2389676, -75.5898986 6.2389722, -75.5898437 6.2389859, -75.58979170000001 6.2390081, -75.5897439 6.2390384, -75.58970170000001 6.239076)
;(-75.5900264, 6.2396577);(-75.5902783, 6.2394532);37.324;True;;LINESTRING (-75.5900264 6.2396577, -75.59009090000001 6.2396379, -75.59015049999999 6.2396062, -75.5902028 6.2395637, -75.5902459 6.2395121, -75.59027829999999 6.2394532)
Transversal 39B;(-75.5900264, 6.2396577);(-75.5903355, 6.2398336);39.576;True;;LINESTRING (-75.5900264 6.2396577, -75.5901377 6.2397042, -75.5901866 6.2397295, -75.5902284 6.2397549, -75.59033549999999 6.2398336)
Calle 34B;(-75.5871449, 6.2419529);(-75.5870037, 6.241808);22.432;True;0.7408086640287274;LINESTRING (-75.5871449 6.2419529, -75.5870037 6.241808)
Carrera 66B;(-75.5871449, 6.2419529);(-75.5867273, 6.2423599);64.64500000000001;True;0.7408086640287274;LINESTRING (-75.5871449 6.2419529, -75.586974 6.2421221, -75.58672730000001 6.2423599)
Calle 35A;(-75.5863301, 6.2427427);(-75.5855304, 6.2419633);123.793;False;0.7408086640287274;LINESTRING (-75.5863301 6.2427427, -75.5855304 6.2419633)
Carrera 66B;(-75.5863301, 6.2427427);(-75.586107, 6.2429578);34.354;True;0.7408086640287274;LINESTRING (-75.5863301 6.2427427, -75.586107 6.2429578)
Calle 33AA;(-75.6093316, 6.2402457);(-75.6090504, 6.240299);31.678;False;0.7385414863895424;LINESTRING (-75.6093316 6.2402457, -75.609202 6.2402771, -75.6090504 6.240299)
;(-75.6093316, 6.2402457);(-75.6090022, 6.2396322);77.697;False;0.7385414863895424;LINESTRING (-75.6093316 6.2402457, -75.6090688 6.2398216, -75.60900220000001 6.2396322)
;(-75.6093316, 6.2402457);(-75.6102208, 6.241408);162.372;False;0.7385414863895424;LINESTRING (-75.6093316 6.2402457, -75.609706 6.2407414, -75.61022079999999 6.241408)
;(-75.6093264, 6.2394612);(-75.6093962, 6.2394952);8.592;False;0.7385414863895424;LINESTRING (-75.6093264 6.2394612, -75.60939620000001 6.2394952)
;(-75.6093264, 6.2394612);(-75.6090022, 6.2396322);46.678;False;0.7385414863895424;LINESTRING (-75.6093264 6.2394612, -75.6092228 6.2394526, -75.60916539999999 6.2394619, -75.60909839999999 6.2394762, -75.6090348 6.2395291, -75.60900220000001 6.2396322)
;(-75.6093264, 6.2394612);(-75.6107466, 6.2388079);191.307;False;0.7385414863895424;LINESTRING (-75.6093264 6.2394612, -75.6095 6.2394616, -75.6097324 6.2394029, -75.6098674 6.2393982, -75.60999990000001 6.2392931, -75.6101498 6.2391377, -75.61031800000001 6.2389516, -75.61057700000001 6.2387158, -75.61063 6.2387434, -75.6107466 6.2388079)
;(-75.6090022, 6.2396322);(-75.6093316, 6.2402457);77.697;False;0.7385414863895424;LINESTRING (-75.60900220000001 6.2396322, -75.6090688 6.2398216, -75.6093316 6.2402457)
;(-75.6090022, 6.2396322);(-75.6093264, 6.2394612);46.678;False;0.7385414863895424;LINESTRING (-75.60900220000001 6.2396322, -75.6090348 6.2395291, -75.60909839999999 6.2394762, -75.60916539999999 6.2394619, -75.6092228 6.2394526, -75.6093264 6.2394612)
;(-75.6090022, 6.2396322);(-75.6088973, 6.2393728);35.912;False;0.7385414863895424;LINESTRING (-75.60900220000001 6.2396322, -75.60889779999999 6.2395696, -75.6088759 6.2394955, -75.6088973 6.2393728)
;(-75.6102208, 6.241408);(-75.6103689, 6.241652);31.688;False;0.7385414863895424;LINESTRING (-75.61022079999999 6.241408, -75.6103689 6.241652)
;(-75.6102208, 6.241408);(-75.6093316, 6.2402457);162.372;False;0.7385414863895424;LINESTRING (-75.61022079999999 6.241408, -75.609706 6.2407414, -75.6093316 6.2402457)
;(-75.6102208, 6.241408);(-75.61039, 6.2412003);29.776000000000003;False;0.7385414863895424;LINESTRING (-75.61022079999999 6.241408, -75.61029739999999 6.241327, -75.61039 6.2412003)
;(-75.6103689, 6.241652);(-75.6102208, 6.241408);31.688;False;0.7385414863895424;LINESTRING (-75.6103689 6.241652, -75.61022079999999 6.241408)
;(-75.6103689, 6.241652);(-75.6110096, 6.2417568);72.23;False;0.7385414863895424;LINESTRING (-75.6103689 6.241652, -75.6104685 6.2416889, -75.6107459 6.2417017, -75.6110096 6.2417568)
;(-75.6103689, 6.241652);(-75.6104423, 6.2421244);61.56;False;0.7385414863895424;LINESTRING (-75.6103689 6.241652, -75.6103779 6.2417032, -75.6103564 6.2418471, -75.61029739999999 6.2420071, -75.6104423 6.2421244)
;(-75.6110096, 6.2417568);(-75.611002, 6.2424249);78.71000000000001;False;0.8290920412456895;LINESTRING (-75.6110096 6.2417568, -75.6110875 6.2418364, -75.6110913 6.2419376, -75.6110544 6.2421014, -75.611002 6.2424249)
;(-75.6110096, 6.2417568);(-75.6103689, 6.241652);72.23;False;0.7385414863895424;LINESTRING (-75.6110096 6.2417568, -75.6107459 6.2417017, -75.6104685 6.2416889, -75.6103689 6.241652)
;(-75.6110096, 6.2417568);(-75.6123824, 6.2410674);182.071;False;0.7385414863895424;LINESTRING (-75.6110096 6.2417568, -75.6111641 6.2417644, -75.6112442 6.2417296, -75.6113381 6.2417056, -75.6114962 6.2416843, -75.6115928 6.2415696, -75.6116115 6.2415269, -75.61167589999999 6.2414736, -75.611861 6.2414683, -75.61202059999999 6.2414176, -75.6121265 6.241359, -75.6121962 6.2412923, -75.6123048 6.2411883, -75.61234779999999 6.2411416, -75.6123824 6.2410674)
Calle 34;(-75.611002, 6.2424249);(-75.6108175, 6.2424036);20.531;False;0.9196425961018364;LINESTRING (-75.611002 6.2424249, -75.6108175 6.2424036)
Calle 34;(-75.611002, 6.2424249);(-75.6113935, 6.2424858);43.801;False;0.9196425961018364;LINESTRING (-75.611002 6.2424249, -75.61139350000001 6.2424858)
;(-75.611002, 6.2424249);(-75.6110096, 6.2417568);78.71000000000001;False;0.8290920412456895;LINESTRING (-75.611002 6.2424249, -75.6110544 6.2421014, -75.6110913 6.2419376, -75.6110875 6.2418364, -75.6110096 6.2417568)
Carrera 87A;(-75.6098632, 6.2390291);(-75.6096067, 6.2369649);234.16;False;0.7385414863895424;LINESTRING (-75.60986320000001 6.2390291, -75.6098806 6.2389478, -75.60988690000001 6.2388339, -75.609875 6.2386942, -75.6098387 6.2385407, -75.6097984 6.2384034, -75.6097826 6.238244, -75.6097899 6.2379424, -75.60979450000001 6.2377865, -75.6097867 6.2375645, -75.6097058 6.2373502, -75.60965849999999 6.2372251, -75.6096067 6.2369649)
['Calle 33', 'Carrera 87A'];(-75.6098632, 6.2390291);(-75.608688, 6.2385253);170.912;False;0.7385414863895424;LINESTRING (-75.60986320000001 6.2390291, -75.6098514 6.2391496, -75.6098305 6.2391953, -75.6098013 6.2392239, -75.6097505 6.2392242, -75.6097108 6.2392188, -75.6096716 6.2391668, -75.609623 6.239129, -75.6093486 6.2389581, -75.608688 6.2385253)
;(-75.6098632, 6.2390291);(-75.6094742, 6.2388472);48.736;False;0.7385414863895424;LINESTRING (-75.60986320000001 6.2390291, -75.6098042 6.2389861, -75.6096898 6.2389766, -75.6095828 6.238926, -75.60947419999999 6.2388472)
;(-75.6094742, 6.2388472);(-75.6098632, 6.2390291);48.736;False;0.7385414863895424;LINESTRING (-75.60947419999999 6.2388472, -75.6095828 6.238926, -75.6096898 6.2389766, -75.6098042 6.2389861, -75.60986320000001 6.2390291)
Carrera 84;(-75.6075885, 6.2342924);(-75.6073526, 6.2351985);104.073;False;0.8199270870635524;LINESTRING (-75.60758850000001 6.2342924, -75.6073526 6.2351985)
Calle 32;(-75.6075885, 6.2342924);(-75.607108, 6.234192);54.274;False;0.8199270870635524;LINESTRING (-75.60758850000001 6.2342924, -75.607108 6.234192)
Calle 32;(-75.6075885, 6.2342924);(-75.6082234, 6.2343853);71.136;False;0.8199270870635524;LINESTRING (-75.60758850000001 6.2342924, -75.6079721 6.2343658, -75.6080724 6.2343825, -75.6081583 6.2343878, -75.6082234 6.2343853)
Carrera 84;(-75.6075885, 6.2342924);(-75.6076162, 6.2329683);147.431;False;0.8254896391177688;LINESTRING (-75.60758850000001 6.2342924, -75.60760569999999 6.2342012, -75.6076108 6.2341287, -75.6076162 6.2329683)
Calle 32A;(-75.6073526, 6.2351985);(-75.6079558, 6.2353686);69.307;False;0.8199270870635524;LINESTRING (-75.6073526 6.2351985, -75.6079558 6.2353686)
Calle 32A;(-75.6073526, 6.2351985);(-75.6068523, 6.2351671);55.412;False;0.8199270870635524;LINESTRING (-75.6073526 6.2351985, -75.6068523 6.2351671)
Carrera 84;(-75.6073526, 6.2351985);(-75.6071872, 6.2357756);66.724;False;0.8199270870635524;LINESTRING (-75.6073526 6.2351985, -75.6071872 6.2357756)
Carrera 84;(-75.6073526, 6.2351985);(-75.6075885, 6.2342924);104.073;False;0.8199270870635524;LINESTRING (-75.6073526 6.2351985, -75.60758850000001 6.2342924)
Calle 32E;(-75.6060557, 6.2365771);(-75.6053041, 6.2367885);86.341;False;0.8206501128327387;LINESTRING (-75.6060557 6.2365771, -75.6053041 6.2367885)
Carrera 83;(-75.6060557, 6.2365771);(-75.6058629, 6.2357143);100.073;False;0.8206501128327387;LINESTRING (-75.6060557 6.2365771, -75.6059216 6.2363023, -75.6058728 6.236076, -75.60585260000001 6.2358982, -75.60586290000001 6.2357143)
Carrera 83;(-75.6060557, 6.2365771);(-75.6067426, 6.2370759);94.743;False;0.8206501128327387;LINESTRING (-75.6060557 6.2365771, -75.60622170000001 6.2367372, -75.606385 6.2368802, -75.6067426 6.2370759)
Calle 32B;(-75.6059449, 6.2352895);(-75.6051449, 6.2353239);88.513;False;0.8206501128327387;LINESTRING (-75.6059449 6.2352895, -75.6051449 6.2353239)
Carrera 83;(-75.6059449, 6.2352895);(-75.6061009, 6.2348204);54.94200000000001;False;0.8206501128327387;LINESTRING (-75.6059449 6.2352895, -75.60599120000001 6.2351451, -75.6060399 6.2349942, -75.6061009 6.2348204)
Carrera 83;(-75.6059449, 6.2352895);(-75.6058629, 6.2357143);48.102;False;0.8206501128327387;LINESTRING (-75.6059449 6.2352895, -75.6059003 6.2355041, -75.60586290000001 6.2357143)
Calle 32;(-75.6064207, 6.2337354);(-75.6067388, 6.2340665);51.163;False;0.8202885999481455;LINESTRING (-75.6064207 6.2337354, -75.60648740000001 6.2338304, -75.60657209999999 6.2339185, -75.6066498 6.2339941, -75.6067388 6.2340665)
Calle 32;(-75.6064207, 6.2337354);(-75.6063829, 6.2336618);9.191;False;0.8206501128327387;LINESTRING (-75.6064207 6.2337354, -75.6063947 6.2336866, -75.6063829 6.2336618)
Carrera 83;(-75.6064207, 6.2337354);(-75.6061009, 6.2348204);125.722;False;0.8206501128327387;LINESTRING (-75.6064207 6.2337354, -75.6063449 6.2340008, -75.6063001 6.2341576, -75.606156 6.2346372, -75.6061009 6.2348204)
Carrera 83;(-75.606257, 6.2333473);(-75.6062736, 6.2333954);5.654;False;0.8999029596469926;LINESTRING (-75.606257 6.2333473, -75.60627359999999 6.2333954)
Carrera 83;(-75.606257, 6.2333473);(-75.6062351, 6.2332047);16.04;False;0.8999029596469926;LINESTRING (-75.606257 6.2333473, -75.60623510000001 6.2332047)
Calle 31A;(-75.606257, 6.2333473);(-75.6061766, 6.2333541);8.955;True;0.8999029596469926;LINESTRING (-75.606257 6.2333473, -75.6062029 6.2333485, -75.6061766 6.2333541)
Calle 31;(-75.6061087, 6.2325801);(-75.6070839, 6.2325472);107.89;False;0.8654775754094889;LINESTRING (-75.60610869999999 6.2325801, -75.6061868 6.2325839, -75.60708390000001 6.2325472)
Carrera 83;(-75.6061087, 6.2325801);(-75.6059307, 6.2318608);82.368;False;0.8999029596469926;LINESTRING (-75.60610869999999 6.2325801, -75.6060973 6.2325336, -75.6060545 6.2323584, -75.6059307 6.2318608)
Carrera 83;(-75.6061087, 6.2325801);(-75.6062351, 6.2332047);70.911;False;0.8999029596469926;LINESTRING (-75.60610869999999 6.2325801, -75.6061431 6.2326953, -75.60618530000001 6.2329307, -75.60623510000001 6.2332047)
Calle 30A;(-75.6059307, 6.2318608);(-75.6067459, 6.231831);90.172;True;0.8654775754094889;LINESTRING (-75.6059307 6.2318608, -75.6060124 6.2318584, -75.60674590000001 6.231831)
Carrera 83;(-75.6059307, 6.2318608);(-75.6057148, 6.2311088);86.98400000000001;True;0.8999029596469926;LINESTRING (-75.6059307 6.2318608, -75.60580280000001 6.2314034, -75.6057357 6.2311646, -75.6057242 6.2311309, -75.6057148 6.2311088)
Carrera 83;(-75.6059307, 6.2318608);(-75.6061087, 6.2325801);82.368;False;0.8999029596469926;LINESTRING (-75.6059307 6.2318608, -75.6060545 6.2323584, -75.6060973 6.2325336, -75.60610869999999 6.2325801)
Carrera 83;(-75.6054868, 6.2303251);(-75.6054041, 6.2300874);27.967;True;0.8310521911719851;LINESTRING (-75.60548679999999 6.2303251, -75.6054041 6.2300874)
Calle 28;(-75.6054868, 6.2303251);(-75.6050918, 6.2300143);55.858;True;0.8310521911719851;LINESTRING (-75.60548679999999 6.2303251, -75.6053697 6.2302539, -75.6053117 6.230206, -75.60524030000001 6.2301484, -75.6051555 6.2300711, -75.6051361 6.2300515, -75.6050918 6.2300143)
